109.jpg,defect10,defect10,1
110.jpg,defect4,defect4,1
111.jpg,defect5,defect5,1
112.jpg,norm,norm,1
113.jpg,norm,norm,1
114.jpg,defect5,defect5,1
115.jpg,defect11,defect11,1
116.jpg,defect1,defect1,1
117.jpg,defect11,defect11,1
118.jpg,defect6,defect6,1
119.jpg,defect10,defect10,1
120.jpg,defect5,defect5,1
121.jpg,defect4,defect4,1
122.jpg,defect10,defect10,1
123.jpg,defect10,defect10,1
124.jpg,norm,norm,1
125.jpg,defect5,defect5,1
126.jpg,defect7,defect7,1
127.jpg,defect4,defect4,1
128.jpg,defect8,defect8,1
129.jpg,defect11,defect11,1
130.jpg,defect4,defect4,1
131.jpg,norm,norm,1
132.jpg,defect5,defect5,1
133.jpg,defect10,defect10,1
134.jpg,defect6,defect6,1
135.jpg,defect10,defect10,1
136.jpg,norm,norm,1
137.jpg,defect11,defect10,99
138.jpg,defect11,defect11,1
139.jpg,norm,norm,1
140.jpg,defect5,defect5,1
141.jpg,defect2,defect2,1
142.jpg,defect9,defect9,1
143.jpg,norm,norm,1
144.jpg,defect5,defect5,1
145.jpg,norm,norm,1
146.jpg,defect8,defect8,1
147.jpg,defect7,defect7,1
148.jpg,norm,norm,1
149.jpg,defect7,defect7,1
150.jpg,defect6,defect6,1
151.jpg,norm,norm,1
152.jpg,defect10,defect10,1
153.jpg,norm,norm,1
154.jpg,norm,norm,1
155.jpg,defect5,defect5,1
156.jpg,defect6,defect6,1
157.jpg,norm,norm,1
158.jpg,defect11,defect11,1
159.jpg,defect10,defect10,1
160.jpg,norm,norm,1
161.jpg,defect11,defect11,1
162.jpg,defect2,defect2,1
163.jpg,norm,norm,1
164.jpg,defect1,defect1,1
165.jpg,norm,norm,1
166.jpg,defect2,defect2,1
167.jpg,defect3,defect3,1
168.jpg,defect5,defect5,1
169.jpg,defect4,defect4,1
170.jpg,defect7,defect7,1
171.jpg,defect11,defect11,1
172.jpg,defect9,defect9,1
173.jpg,defect2,defect2,1
174.jpg,norm,norm,1
175.jpg,defect11,defect11,1
176.jpg,defect11,defect11,1
177.jpg,norm,norm,1
178.jpg,defect11,defect11,1
179.jpg,defect1,defect1,1
180.jpg,norm,norm,1
181.jpg,defect7,defect7,1
182.jpg,defect10,defect10,1
183.jpg,norm,norm,1
184.jpg,defect5,defect5,1
185.jpg,defect8,defect8,1
186.jpg,defect5,defect5,1
187.jpg,defect5,defect5,1
188.jpg,defect5,defect5,1
189.jpg,norm,norm,1
190.jpg,defect11,defect11,1
191.jpg,defect6,defect6,1
192.jpg,defect11,defect2,99
193.jpg,defect3,defect3,1
194.jpg,defect1,defect1,1
195.jpg,norm,norm,1
196.jpg,defect4,defect4,1
197.jpg,defect10,defect10,1
198.jpg,norm,norm,1
199.jpg,defect2,defect2,1
200.jpg,norm,norm,1
201.jpg,defect11,norm,99
202.jpg,defect7,defect7,1
203.jpg,defect10,defect10,1
204.jpg,defect5,defect5,1
205.jpg,defect5,defect5,1
206.jpg,defect6,defect6,1
207.jpg,defect11,defect11,1
208.jpg,defect8,defect8,1
209.jpg,defect11,defect11,1
210.jpg,defect2,defect2,1
211.jpg,defect8,defect8,1
212.jpg,norm,norm,1
213.jpg,defect2,norm,99
214.jpg,defect5,defect5,1
215.jpg,norm,norm,1
216.jpg,defect10,defect10,1
217.jpg,defect6,defect6,1
218.jpg,norm,norm,1
219.jpg,defect4,defect4,1
220.jpg,norm,norm,1
221.jpg,defect9,defect9,1
222.jpg,defect2,defect2,1
223.jpg,norm,norm,1
224.jpg,defect2,defect2,1
225.jpg,defect11,defect11,1
226.jpg,defect10,defect10,1
227.jpg,defect5,defect5,1
228.jpg,defect2,defect2,1
229.jpg,norm,norm,1
230.jpg,norm,norm,1
231.jpg,norm,norm,1
232.jpg,defect5,defect5,1
233.jpg,defect9,defect9,1
234.jpg,defect11,defect11,1
235.jpg,defect4,defect4,1
236.jpg,norm,norm,1
237.jpg,defect6,defect6,1
238.jpg,defect10,defect10,1
239.jpg,norm,norm,1
240.jpg,norm,norm,1
241.jpg,defect1,defect1,1
242.jpg,defect6,defect6,1
243.jpg,norm,norm,1
244.jpg,defect10,defect10,1
245.jpg,norm,norm,1
246.jpg,defect10,defect10,1
247.jpg,norm,norm,1
248.jpg,defect2,defect2,1
249.jpg,defect4,defect4,1
250.jpg,defect10,defect10,1
251.jpg,defect5,defect5,1
252.jpg,defect5,defect5,1
253.jpg,defect2,defect2,1
254.jpg,defect10,defect10,1
255.jpg,defect7,defect7,1
256.jpg,defect2,defect2,1
257.jpg,norm,norm,1
258.jpg,defect7,defect7,1
259.jpg,defect1,defect1,1
260.jpg,norm,norm,1
261.jpg,defect2,defect2,1
262.jpg,defect4,defect4,1
263.jpg,defect5,defect5,1
264.jpg,defect10,defect10,1
265.jpg,norm,norm,1
266.jpg,norm,norm,1
267.jpg,norm,norm,1
268.jpg,defect11,defect11,1
269.jpg,defect5,defect5,1
270.jpg,defect11,defect11,1
271.jpg,defect2,defect2,1
272.jpg,defect1,defect1,1
273.jpg,defect5,defect5,1
274.jpg,norm,norm,1
275.jpg,norm,norm,1
276.jpg,defect10,defect10,1
277.jpg,defect6,defect6,1
278.jpg,defect5,defect5,1
279.jpg,norm,norm,1
280.jpg,norm,norm,1
281.jpg,defect10,defect10,1
282.jpg,norm,norm,1
283.jpg,norm,norm,1
284.jpg,defect10,defect10,1
285.jpg,defect2,defect2,1
286.jpg,norm,norm,1
287.jpg,defect4,defect4,1
288.jpg,norm,norm,1
289.jpg,defect5,defect5,1
290.jpg,defect11,defect11,1
291.jpg,defect4,defect4,1
292.jpg,defect9,defect9,1
293.jpg,defect3,defect3,1
294.jpg,norm,norm,1
295.jpg,defect6,defect6,1
296.jpg,defect5,defect5,1
297.jpg,defect5,defect5,1
298.jpg,norm,norm,1
299.jpg,defect11,defect11,1
300.jpg,defect11,defect6,99
301.jpg,norm,norm,1
302.jpg,norm,norm,1
303.jpg,norm,norm,1
304.jpg,defect9,defect9,1
305.jpg,defect4,defect4,1
306.jpg,defect2,norm,99
307.jpg,defect6,defect6,1
308.jpg,norm,norm,1
309.jpg,norm,norm,1
310.jpg,defect3,defect3,1
311.jpg,norm,norm,1
312.jpg,defect2,defect2,1
313.jpg,defect2,defect2,1
314.jpg,defect10,defect10,1
315.jpg,defect5,defect5,1
316.jpg,defect10,defect10,1
317.jpg,defect2,defect2,1
318.jpg,defect4,defect4,1
319.jpg,norm,norm,1
320.jpg,defect5,defect5,1
321.jpg,norm,norm,1
322.jpg,defect11,defect11,1
323.jpg,defect4,defect4,1
324.jpg,defect1,defect1,1
325.jpg,defect9,defect9,1
326.jpg,defect5,defect5,1
327.jpg,norm,norm,1
328.jpg,defect11,defect11,1
329.jpg,norm,norm,1
330.jpg,norm,norm,1
331.jpg,defect10,defect10,1
332.jpg,defect10,defect10,1
333.jpg,defect5,defect5,1
334.jpg,norm,norm,1
335.jpg,norm,norm,1
336.jpg,defect10,defect10,1
337.jpg,defect10,defect10,1
338.jpg,defect5,defect5,1
339.jpg,defect5,defect5,1
340.jpg,norm,norm,1
341.jpg,norm,norm,1
342.jpg,defect8,defect8,1
343.jpg,defect2,defect2,1
344.jpg,defect5,defect5,1
345.jpg,defect5,defect5,1
346.jpg,norm,norm,1
347.jpg,defect6,defect6,1
348.jpg,defect2,defect2,1
349.jpg,norm,norm,1
350.jpg,norm,norm,1
351.jpg,norm,norm,1
352.jpg,defect10,defect10,1
353.jpg,norm,norm,1
354.jpg,defect3,defect3,1
355.jpg,defect10,defect10,1
356.jpg,norm,norm,1
357.jpg,defect5,defect5,1
358.jpg,defect5,defect5,1
359.jpg,defect4,defect4,1
360.jpg,defect11,defect11,1
361.jpg,defect5,defect5,1
362.jpg,defect9,defect9,1
363.jpg,defect4,defect4,1
364.jpg,defect11,defect11,1
365.jpg,norm,norm,1
366.jpg,norm,norm,1
367.jpg,defect9,defect9,1
368.jpg,defect8,defect8,1
369.jpg,defect2,defect2,1
370.jpg,defect10,defect10,1
371.jpg,defect10,defect10,1
372.jpg,norm,norm,1
373.jpg,defect10,norm,99
374.jpg,norm,norm,1
375.jpg,defect2,defect2,1
376.jpg,norm,norm,1
377.jpg,norm,norm,1
378.jpg,norm,norm,1
379.jpg,defect11,defect11,1
380.jpg,defect2,defect2,1
381.jpg,defect7,defect7,1
382.jpg,norm,norm,1
383.jpg,defect10,defect10,1
384.jpg,defect3,defect3,1
385.jpg,defect10,defect10,1
386.jpg,norm,norm,1
387.jpg,defect10,defect10,1
388.jpg,defect5,defect5,1
389.jpg,defect5,defect5,1
390.jpg,defect5,defect5,1
391.jpg,norm,norm,1
392.jpg,defect2,defect2,1
393.jpg,defect5,defect5,1
394.jpg,norm,norm,1
395.jpg,defect2,norm,99
396.jpg,defect10,defect10,1
397.jpg,norm,norm,1
398.jpg,defect8,defect8,1
399.jpg,defect5,defect5,1
400.jpg,norm,norm,1
401.jpg,norm,norm,1
402.jpg,defect2,defect2,1
403.jpg,norm,norm,1
404.jpg,norm,norm,1
405.jpg,norm,norm,1
406.jpg,defect11,defect11,1
407.jpg,defect5,defect5,1
408.jpg,defect6,defect6,1
409.jpg,defect1,defect1,1
410.jpg,defect6,defect6,1
411.jpg,defect5,defect5,1
412.jpg,norm,norm,1
413.jpg,defect5,defect5,1
414.jpg,defect5,defect5,1
415.jpg,defect2,defect2,1
416.jpg,norm,norm,1
417.jpg,norm,norm,1
418.jpg,norm,norm,1
419.jpg,defect6,defect6,1
420.jpg,defect3,defect3,1
421.jpg,norm,norm,1
422.jpg,defect1,defect11,99
423.jpg,defect11,defect11,1
424.jpg,defect10,defect10,1
425.jpg,defect4,defect4,1
426.jpg,norm,norm,1
427.jpg,defect10,defect10,1
428.jpg,norm,norm,1
429.jpg,defect3,defect3,1
430.jpg,norm,norm,1
431.jpg,defect5,defect5,1
432.jpg,defect5,defect5,1
433.jpg,defect6,defect6,1
434.jpg,defect7,defect7,1
435.jpg,defect8,defect8,1
436.jpg,defect4,defect4,1
437.jpg,defect4,defect4,1
438.jpg,defect5,defect5,1
439.jpg,norm,norm,1
